1;1;0;1.579e-06;1
4;1073741824;30;2.82034;54400027
1;1073741824;30;3.00635;54400028
2;1073741824;30;2.44133;54400027
2;1073741824;30;2.43962;54400027
4;1073741824;30;2.3904;54400027
1;1073741824;30;3.00711;54400028
2;1073741824;30;2.44238;54400027
2;1073741824;30;2.43885;54400027
2;1073741824;30;2.43966;54400027
2;1073741824;30;2.43883;54400027
2;1073741824;30;2.44332;54400027
2;4294967296;32;10.3981;203280220
8;4294967296;32;5.05423;203280220
1;4294967296;32;12.7613;203280221
2;4294967296;32;6.38323;203280220
2;4294967296;32;24.9085;203280220
1;4294967296;32;24.33;203280221
4;4294967296;32;20.3597;203280220
6;4294967296;32;19.7258;203280220
8;4294967296;32;19.916;203280220
4;4294967296;32;39.7997;203280220
2;4294967296;32;6.86321;203280220
2;4294967296;32;24.9886;203280220
4;4294967296;32;20.0723;203280220
8;4294967296;32;19.5322;203280220
1;4294967296;32;49.9562;203280221
2;4294967296;32;14.9499;203280220
4;4294967296;32;39.6924;203280220
4;4294967296;32;39.7365;203280220
1;2147483648;31;24.2863;105097565
1;2147483648;31;10.6147;105097565
2;2147483648;31;7.92239;105097564
4;2147483648;31;3.38286;105097564
4;2147483648;31;9.70726;105097564
8;2147483648;31;9.49647;105097564
2;2147483648;31;8.83877;105097564
2;2147483648;31;12.0974;105097564
2;2147483648;31;10.9387;105097564
1;2147483648;31;7.4803;105097565
1;2147483648;31;7.29782;105097565
2;2147483648;31;7.53611;105097564
4;2147483648;31;9.69865;105097564
4;2147483648;31;9.67616;105097564
4;2147483648;31;3.03708;105097564
2;2147483648;31;7.76242;105097564
2;2147483648;31;19.6417;105097564
4;2147483648;31;9.68028;105097564
2;2147483648;31;6.83294;105097564
1;2147483648;31;24.2383;105097565
1;2147483648;31;12.7688;105097565
1;2147483648;31;24.387;105097565
1;2147483648;31;24.3309;105097565
1;2147483648;31;24.1613;105097565
4;2147483648;31;4.99045;105097564
4;2147483648;31;9.74344;105097564
1;268435456;28;1.55584;14630843
2;268435456;28;2.19006;14630842
2;268435456;28;1.53271;14630842
2;268435456;28;2.18741;14630842
2;268435456;28;2.22202;14630842
2;268435456;28;2.18798;14630842
1;268435456;28;1.3058;14630843
1;268435456;28;1.1064;14630843
1;268435456;28;0.982583;14630843
1;268435456;28;2.74509;14630843
1;268435456;28;2.72734;14630843
4;268435456;28;2.15912;14630842
4;268435456;28;2.13073;14630842
6;268435456;28;1.39036;14630842
6;268435456;28;0.293325;14630842
6;268435456;28;1.38104;14630842
6;268435456;28;1.39509;14630842
6;268435456;28;1.39522;14630842
6;268435456;28;1.39429;14630842
6;268435456;28;1.39098;14630842
8;268435456;28;0.4498;14630842
8;268435456;28;1.00746;14630842
8;268435456;28;1.01914;14630842
1;536870912;29;5.6333;28192750
1;536870912;29;2.61798;28192750
2;536870912;29;2.45897;28192749
2;536870912;29;4.46323;28192749
2;536870912;29;4.70836;28192749
2;536870912;29;2.76785;28192749
2;536870912;29;3.78975;28192749
2;536870912;29;2.41704;28192749
3;536870912;29;2.20356;28192749
4;536870912;29;3.92616;28192749
4;536870912;29;2.15138;28192749
6;536870912;29;2.94493;28192749
6;536870912;29;1.28006;28192749
6;536870912;29;2.06076;28192749
6;536870912;29;1.26752;28192749
8;536870912;29;2.11382;28192749
8;536870912;29;2.2084;28192749
8;536870912;29;2.24152;28192749
6;536870912;29;1.84279;28192749
6;536870912;29;1.54527;28192749
6;536870912;29;2.94698;28192749
6;536870912;29;3.01982;28192749
6;536870912;29;2.39937;28192749
6;536870912;29;2.93491;28192749
6;1073741824;30;6.14188;54400027
4;1073741824;30;9.29237;54400027
4;1073741824;30;9.31456;54400027
4;1073741824;30;9.31763;54400027
4;1073741824;30;1.93438;54400027
4;1073741824;30;4.42941;54400027
4;1073741824;30;9.31509;54400027
4;1073741824;30;9.2957;54400027
4;1073741824;30;9.43039;54400027
4;1073741824;30;9.36685;54400027
4;1073741824;30;4.54519;54400027
4;1073741824;30;9.3121;54400027
4;1073741824;30;6.29651;54400027
4;1073741824;30;9.28152;54400027
4;1073741824;30;9.32356;54400027
4;1073741824;30;9.32365;54400027
4;1073741824;30;9.30252;54400027
6;1073741824;30;1.92217;54400027
6;1073741824;30;5.58764;54400027
6;1073741824;30;2.89308;54400027
6;1073741824;30;2.58707;54400027
4;1073741824;30;9.28159;54400027
4;1073741824;30;2.03086;54400027
8;1073741824;30;4.54051;54400027
8;1073741824;30;4.53685;54400027
2;1073741824;30;9.49853;54400027
1;1073741824;30;11.6546;54400028
2;1073741824;30;5.85149;54400027
4;1073741824;30;3.32732;54400027
6;1073741824;30;4.60679;54400027
8;1073741824;30;4.53143;54400027
1;2147483648;31;24.1208;105097565
2;2147483648;31;12.0856;105097564
4;2147483648;31;9.71622;105097564
6;2147483648;31;9.48475;105097564
